1177.5,38.1,206.0,865.9,227.8,89.0,706.2,472.8,235.0,599.0,546.9,285.0,677.5,543.6,258.0,727.3,525.1,271.0,758.6,516.2,226.0,730.8,422.6,246.0,573.5,404.1,163.0,481.4,408.9,184.0,446.3,426.4,1123.0,475.2,519.2,142.0,437.3,540.9,345.0,371.8,567.6,204.0,338.4,572.7,174.0,321.1,577.1,255.0,536.2,665.2,275.0,689.4,645.7,145.0,805.1,637.9,255.0,845.4,660.7,234.0,791.0,603.2,187.0,812.6,598.5,137.0,940.8,791.1,127.0,986.3,823.0,301.0,976.6,774.8,176.0,988.0,622.3,171.0,901.9,376.8,144.0,811.4,335.3,197.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1174.9,33.5,206.0,697.1,367.9,161.0,659.5,454.1,220.0,671.6,491.7,27.0,735.3,847.7,21.0,702.9,611.4,171.0,681.1,294.6,194.0,773.9,274.2,314.0,600.5,296.4,288.0,586.4,287.4,285.0,581.8,432.8,320.0,679.8,526.9,168.0,707.8,605.8,163.0,726.3,645.4,31.0,789.6,799.9,31.0,918.8,687.1,647.0,955.6,727.5,104.0,933.2,726.4,245.0,706.0,649.5,229.0,711.7,629.1,511.0,720.3,488.2,97.0,748.0,449.9,347.0,862.4,470.6,217.0,896.5,486.8,265.0,619.7,460.6,131.0,484.6,491.3,219.0,450.3,606.1,126.0,593.3,789.1,177.0,541.6,808.6,362.0,664.7,747.5,444.0,698.1,631.2,316.0,897.6,775.2,269.0,935.9,803.7,130.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132.3,79.6,135.0,505.7,294.3,144.0,706.8,593.4,80.0,829.4,672.9,65.0,825.5,590.4,639.0,908.7,473.3,169.0,914.9,511.9,245.0,908.6,535.8,212.0,885.9,351.4,248.0,876.4,179.7,242.0,622.1,207.2,257.0,570.6,222.4,127.0,474.0,356.5,206.0,485.4,412.5,132.0,492.6,401.5,255.0,661.563809524,337.292380952,244.0,505.3,601.2,331.0,549.2,642.5,213.0,474.8,822.4,188.0,390.9,830.0,514.0,571.7,793.5,191.0,950.1,703.6,311.0,961.6,739.9,170.0,965.1,459.6,197.0,993.8,392.5,140.0,852.3,339.7,123.0,883.2,409.0,206.0,752.0,550.0,311.0,805.8,607.1,361.0,655.1,406.0,307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
148.8,924.1,161.0,505.7,667.3,175.0,553.7,561.9,219.0,880.4,1056.5,57.0,806.7,459.4,67.0,466.2,450.2,401.0,705.5,456.9,230.0,391.2,461.7,525.0,415.8,469.9,283.0,750.1,465.7,262.0,843.5,466.9,460.0,609.0,495.7,320.0,666.8,1065.6,50.0,637.1,617.4,111.0,466.5,465.1,186.0,422.4,447.6,354.0,473.5,424.1,505.0,594.4,428.2,246.0,674.1,433.5,546.0,578.3,455.3,143.0,402.9,485.4,2087.0,546.4,498.3,101.0,626.2,829.5,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
1196.9,48.1,215.0,744.0,360.4,129.0,612.3,458.3,33.0,471.2,456.6,121.0,447.4,427.3,251.0,792.2,524.7,285.0,852.3,503.3,154.0,932.9,556.0,893.0,718.6,505.3,435.0,443.7,402.1,158.0,417.7,379.0,729.0,497.2,355.0,235.0,681.1,314.2,377.0,787.7,455.9,128.0,840.0,684.0,257.0,884.8,701.1,346.0,762.7,706.5,190.0,577.2,739.3,222.0,440.9,765.7,382.0,682.5,185.8,47.0,808.7,158.3,322.0,897.8,174.0,1184.0,835.8,231.1,162.0,786.3,866.3,32.0,731.0,466.9,151.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
164.6,53.2,186.0,435.8,216.5,170.0,503.6,265.1,236.0,473.6,228.9,177.0,858.7,279.1,156.0,898.1,296.4,369.0,805.6,394.3,535.0,860.5,500.9,227.0,821.4,677.9,155.0,767.9,651.7,466.0,723.0,649.0,565.0,621.8,686.5,167.0,580.7,688.6,161.0,555.1,802.8,78.0,391.7,1063.5,24.0,409.9,675.5,201.0,573.1,749.2,390.0,939.7,802.3,163.0,986.2,764.9,177.0,968.3,760.1,237.0,990.9,590.6,110.0,966.4,457.1,241.0,1001.6,375.9,249.0,997.1,207.1,232.0,913.8,189.2,181.0,902.8,102.4,217.0,729.0,296.1,149.0,603.0,320.8,146.0,532.0,275.5,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
173.8,889.4,176.0,512.4,705.8,154.0,602.0,678.3,250.0,880.85,841.4,229.0,979.9,737.2,23.0,1015.5,765.3,40.0,959.0,560.7,119.0,901.8,274.5,456.0,848.6,287.4,248.0,917.33,258.05,1099.0,558.2,218.4,174.0,476.7,215.0,327.0,527.3,265.9,304.0,588.1,334.9,177.0,693.0,539.9,231.0,814.6,642.6,316.0,884.1,701.3,190.0,952.0,739.35,707.0,855.0,787.4,627.0,980.0,717.1,149.0,874.3,432.2,290.0,925.3,284.95,390.0,852.6,303.9,564.0,488.6,198.2,192.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
180.4,77.1,194.0,565.5,247.1,62.0,691.0,695.5,48.0,825.3,674.7,56.0,830.6,714.5,58.0,838.2,818.4,47.0,795.6,788.2,72.0,831.3,1152.8,23.0,795.8,1011.3,147.0,810.3,805.4,40.0,809.3,816.4,105.0,802.3,372.6,347.0,691.6,169.6,453.0,701.7,161.4,258.0,675.2,171.7,182.0,559.9,217.1,701.0,581.1,242.2,174.0,775.5,646.5,57.0,805.2,807.0,34.0,856.0,810.9,24.0,829.1,617.9,230.0,758.6,596.8,479.0,708.9,601.7,263.0,573.0,664.3,242.0,506.8,702.4,341.0,486.9,704.5,370.0,551.8,692.2,199.0,618.3,624.1,162.0,705.9,524.8,130.0,778.0,458.3,920.0,728.2,505.7,504.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
168.2,880.2,180.0,619.5,672.9,63.0,754.0,592.7,80.0,592.5,378.5,340.0,558.0,353.4,210.0,501.1,293.6,228.0,520.2,286.7,773.0,570.6,406.6,209.0,628.1,498.0,187.0,716.7,527.0,190.0,869.2,572.7,166.0,942.0,726.6,55.0,989.7,875.3,71.0,986.0,788.9,25.0,806.8,564.3,53.0,877.6,553.8,478.0,896.7,553.3,219.0,749.7,520.0,242.0,691.4,501.3,449.0,666.4,422.2,126.0,550.1,318.6,436.0,525.8,278.2,418.0,574.6,329.5,280.0,604.6,390.7,220.0,803.1,869.9,76.0,804.2,721.1,92.0,829.0,546.1,182.0,977.5,565.7,412.0,931.0,532.0,828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
1155.4,907.0,147.0,781.0,616.3,174.0,713.3,533.7,238.0,697.2,489.3,205.0,637.4,428.7,291.0,556.3,380.9,215.0,459.4,349.6,180.0,417.4,363.3,460.0,530.5,393.8,191.0,685.2,439.0,196.0,775.3,481.7,370.0,858.1,667.2,268.0,776.3,754.8,410.0,861.4,795.1,255.0,617.6,786.1,128.0,455.4,726.5,173.0,374.6,651.8,223.0,486.2,392.1,136.0,715.1,294.2,65.0,838.7,268.7,443.0,878.2,253.9,472.0,925.0,291.2,174.0,715.3,664.9,74.0,856.3,564.7,218.0,804.8,574.3,333.0,750.0,540.4,176.0,964.9,490.9,286.0,871.0,491.9,514.0,672.3,511.6,233.0,759.1,609.3,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
